Date,Client,Order Quantity,Material
2020/1/14,c1,132,12320619
2020/1/14,c1,132,12320670
2020/1/14,c1,264,12320618
2020/1/14,c3,88,12320618
2020/1/14,c3,88,12320670
2020/1/14,c3,132,12320619
2020/1/14,c3,490,12404641
2020/1/14,c3,54,12293783
2020/1/14,c3,12,12322779
2020/1/14,c3,42,12395525
2020/1/14,c3,44,12271469
2020/1/14,c3,490,12404641
2020/1/14,c6,330,12320618
2020/1/14,c6,396,12320670
2020/1/14,c6,330,12320619
2020/1/14,c3,44,12320618
2020/1/14,c3,22,12320619
2020/1/14,c3,44,12320670
2020/1/14,c3,96,12222902
2020/1/14,c4,392,12396696
2020/1/14,c5,48,12222902
2020/1/14,c5,273,11001186
2020/1/14,c10,54,12293783
2020/1/15,c10,14,12404641
2020/1/15,c10,160,12293768
2020/1/15,c4,308,12396696
2020/1/15,c4,84,12396696
2020/1/15,c3,66,12320670
2020/1/15,c3,220,12320618
2020/1/15,c3,132,12320619
2020/1/15,c2,208,12246740
2020/1/15,c1,104,12246740
2020/1/15,c4,112,12396696
2020/1/15,c10,144,12222902
2020/1/15,c5,126,12042081
2020/1/15,c4,198,12365978
2020/1/15,c1,104,12246740
2020/1/15,c4,1232,12396696
2020/1/15,c5,18,12293783
2020/1/15,c10,378,11001186
2020/1/15,c10,630,12042081
2020/1/15,c3,88,12320619
2020/1/15,c3,88,12320618
2020/1/15,c3,66,12320670
2020/1/15,c7,330,12320618
2020/1/15,c7,440,12320670
2020/1/15,c7,110,12320619
2020/1/15,c4,594,12365978
2020/1/15,c5,42,12042081
2020/1/15,c2,132,12320618
2020/1/15,c2,220,12320619
2020/1/15,c2,176,12320670
2020/1/15,c4,756,12396696
2020/1/15,c10,495,11000858
2020/1/15,c10,220,11000851
2020/1/15,c3,154,12320618
2020/1/15,c3,88,12320619
2020/1/15,c3,66,12320670
2020/1/15,c1,210,12395525
2020/1/15,c1,132,12271469
2020/1/15,c1,105,12322779
2020/1/15,c1,108,12293783
2020/1/15,c1,30,12293768
2020/1/15,c5,39,12246740
2020/1/15,c5,216,12293783
2020/1/15,c4,224,12396696
2020/1/15,c7,200,12404641
2020/1/15,c1,110,11000851
2020/1/15,c7,198,11000858
2020/1/15,c7,288,12222902
2020/1/15,c7,1155,12322779
2020/1/15,c7,2508,12271469
2020/1/15,c7,2112,12271469
2020/1/15,c7,48,12222902
2020/1/15,c2,192,12222902
2020/1/15,c1,145,12404641
2020/1/15,c3,132,12271469
2020/1/15,c3,84,12395525
2020/1/15,c3,108,12293783
2020/1/15,c3,75,12322779
2020/1/15,c10,297,11000858
2020/1/15,c10,220,11000851
2020/1/15,c10,297,11000858
2020/1/15,c10,66,11000851
2020/1/15,c10,168,11001186
2020/1/15,c10,63,12042081
2020/1/15,c6,48,12222902
2020/1/15,c7,44,12320618
2020/1/15,c7,110,12320670
2020/1/15,c7,88,12320619
2020/1/15,c4,1064,12396696
2020/1/15,c4,1344,12396696
2020/1/15,c10,96,12222902
2020/1/16,c3,60,12322779
2020/1/16,c3,108,12293783
2020/1/16,c3,132,12271469
2020/1/16,c3,210,12395525
2020/1/16,c3,210,12293768
2020/1/16,c7,1260,12322779
2020/1/16,c1,198,11000858
2020/1/16,c1,330,11000851
2020/1/16,c1,756,11001186
2020/1/16,c1,264,12320619
2020/1/16,c1,264,12320670
2020/1/16,c1,264,12320618
2020/1/16,c4,28,12396696
2020/1/16,c3,192,12222902
2020/1/16,c1,104,12246740
2020/1/16,c2,42,12395525
2020/1/16,c2,108,12293783
2020/1/16,c2,264,12271469
2020/1/16,c7,198,12271469
2020/1/16,c7,300,12322779
2020/1/16,c4,504,12321896
2020/1/16,c4,1512,12321895
2020/1/16,c1,96,12222902
2020/1/16,c3,11,11000851
2020/1/16,c2,294,12404641
2020/1/16,c2,80,12293768
2020/1/16,c3,96,12222902
2020/1/16,c9,4680,12246740
2020/1/16,c2,48,12222902
2020/1/16,c3,176,12320618
2020/1/16,c3,88,12320670
2020/1/16,c3,110,12320619
2020/1/16,c2,160,12293768
2020/1/16,c2,98,12404641
2020/1/16,c8,240,12222902
2020/1/16,c9,2035,12246740
2020/1/16,c3,54,12293783
2020/1/16,c3,24,12322779
2020/1/16,c3,44,12271469
2020/1/16,c3,126,12395525
2020/1/16,c3,20,12293768
2020/1/16,c3,196,12404641
2020/1/16,c2,192,12222902
2020/1/16,c8,252,12042081
2020/1/16,c8,126,11001186
2020/1/16,c10,360,12322779
2020/1/17,c1,132,12320619
2020/1/17,c1,132,12320670
2020/1/17,c1,132,12320618
2020/1/17,c10,180,12322779
2020/1/17,c8,792,12320670
2020/1/17,c8,528,12320619
2020/1/17,c8,528,12320618
2020/1/17,c4,756,12321895
2020/1/17,c1,630,12042081
2020/1/17,c4,224,12396696
2020/1/17,c1,294,12395525
2020/1/17,c1,264,12271469
2020/1/17,c1,108,12293783
2020/1/17,c1,60,12293768
2020/1/17,c2,196,12404641
2020/1/17,c2,80,12293768
2020/1/17,c7,66,12271469
2020/1/17,c7,108,12293783
2020/1/17,c6,168,12395525
2020/1/17,c6,54,12293783
2020/1/17,c6,96,12222902
2020/1/17,c2,126,12395525
2020/1/17,c2,66,12271469
2020/1/17,c2,192,12222902
2020/1/17,c4,280,12396696
2020/1/17,c1,48,12222902
2020/1/17,c3,96,12222902
2020/1/17,c3,144,12222902
2020/1/17,c10,732,12322779
2020/1/17,c10,488,12322779
2020/1/17,c2,192,12222902
2020/1/17,c2,104,12246740
2020/1/17,c2,108,12293783
2020/1/17,c2,252,12395525
2020/1/17,c2,420,12322779
2020/1/17,c2,1056,12271469
2020/1/17,c4,140,12396696
2020/1/17,c6,96,12222902
2020/1/17,c3,144,12222902
2020/1/17,c4,56,12396696
2020/1/17,c4,140,12396696
2020/1/17,c4,28,12396696
2020/1/17,c4,28,12396696
2020/1/17,c1,110,11000851
2020/1/17,c1,252,11001186
2020/1/17,c1,126,12042081
2020/1/17,c8,660,12320670
2020/1/17,c8,660,12320619
2020/1/17,c8,528,12320618
2020/1/17,c2,220,12320619
2020/1/17,c2,220,12320618
2020/1/17,c2,220,12320670
2020/1/17,c4,140,12396696
2020/1/17,c4,140,12396696
2020/1/17,c10,450,12322779
2020/1/17,c1,198,11000858
2020/1/17,c1,110,11000851
2020/1/17,c1,252,11001186
2020/1/17,c1,126,12042081
2020/1/17,c2,126,12042081
2020/1/18,c2,252,11001186
2020/1/20,c2,330,11000851
2020/1/20,c2,99,11000858
2020/1/20,c5,48,12222902
2020/1/20,c5,132,11000858
2020/1/20,c3,96,12222902
2020/1/20,c7,98,12404641
2020/1/20,c2,132,12320618
2020/1/20,c2,198,12320670
2020/1/20,c2,176,12320619
2020/1/20,c4,280,12396696
2020/1/20,c4,224,12396696
2020/1/20,c4,594,12365978
2020/1/20,c1,86,12404641
2020/1/20,c1,168,12395525
2020/1/20,c1,396,12271469
2020/1/20,c1,216,12293783
2020/1/20,c1,80,12293768
2020/1/20,c3,63,12042081
2020/1/20,c3,66,11000851
2020/1/20,c3,63,11001186
2020/1/20,c3,66,11000858
2020/1/20,c10,976,12322779
2020/1/20,c4,792,12365978
2020/1/20,c3,11,11000851
2020/1/20,c3,11,11000858
2020/1/20,c3,63,11001186
2020/1/20,c3,84,12042081
2020/1/20,c3,99,11000858
2020/1/20,c3,99,11000851
2020/1/20,c3,84,11001186
2020/1/20,c2,48,12222902
2020/1/20,c5,21,12042081
2020/1/20,c5,55,11000851
2020/1/20,c1,126,12395525
2020/1/20,c1,264,12271469
2020/1/20,c1,80,12293768
2020/1/20,c3,48,12222902
2020/1/20,c5,21,12042081
2020/1/20,c5,24,12222902
2020/1/20,c5,44,11000851
2020/1/20,c1,84,12395525
2020/1/20,c1,66,12271469
2020/1/20,c1,108,12293783
2020/1/20,c1,30,12293768
2020/1/20,c1,125,12404641
2020/1/20,c1,142,12404641
2020/1/20,c3,96,12222902
2020/1/20,c2,196,12404641
2020/1/20,c1,104,12246740
2020/1/20,c8,924,12320670
2020/1/20,c8,528,12320619
2020/1/20,c8,528,12320618
2020/1/20,c2,80,12293768
2020/1/20,c2,858,12271469
2020/1/20,c2,84,12395525
2020/1/20,c2,108,12293783
2020/1/20,c1,96,12222902
2020/1/20,c4,84,12396696
2020/1/20,c5,84,12042081
2020/1/20,c5,96,12222902
2020/1/20,c5,176,11000858
2020/1/20,c5,275,11000851
2020/1/20,c4,364,12396696
2020/1/20,c2,132,12320619
2020/1/20,c2,88,12320670
2020/1/20,c2,22,12320618
2020/1/20,c7,1680,12322779
2020/1/20,c6,224,12395525
2020/1/20,c6,54,12293783
2020/1/20,c6,60,12293768
2020/1/20,c1,110,11000851
2020/1/20,c1,126,11001186
2020/1/20,c1,126,12042081
2020/1/20,c3,48,12222902
2020/1/20,c3,264,12320618
2020/1/20,c3,176,12320619
2020/1/20,c3,110,12320670
2020/1/20,c1,52,12404641
2020/1/20,c8,297,11000858
2020/1/20,c8,440,11000851
2020/1/20,c2,96,12222902
2020/1/20,c1,48,12222902
2020/1/20,c3,42,12395525
2020/1/20,c3,44,12271469
2020/1/20,c3,98,12404641
2020/1/20,c3,20,12293768
2020/1/21,c3,36,12322779
2020/1/21,c6,132,12320618
2020/1/21,c6,132,12320670
2020/1/21,c6,330,12320619
2020/1/21,c6,396,12320618
2020/1/21,c1,132,12320619
2020/1/21,c1,132,12320670
2020/1/21,c1,264,12320618
2020/1/21,c4,252,12321896
2020/1/21,c4,252,12321896
2020/1/21,c8,660,12320670
2020/1/21,c8,660,12320619
2020/1/21,c8,528,12320618
2020/1/21,c3,11,11000858
2020/1/21,c3,11,11000851
2020/1/21,c3,99,11000858
2020/1/21,c3,110,11000851
2020/1/21,c7,252,11001186
2020/1/21,c7,330,11000851
2020/1/21,c7,99,11000858
2020/1/21,c4,392,12396696
2020/1/21,c6,96,12222902
2020/1/21,c3,160,12293768
2020/1/21,c3,108,12293783
2020/1/21,c3,198,12271469
2020/1/21,c3,252,12395525
2020/1/21,c3,75,12322779
2020/1/21,c7,772,12322779
2020/1/21,c1,132,12320670
2020/1/21,c1,132,12320618
2020/1/21,c4,28,12396696
2020/1/21,c4,1584,12365978
2020/1/21,c3,96,12222902
2020/1/21,c6,198,12320618
2020/1/21,c6,198,12320670
2020/1/21,c6,198,12320619
2020/1/21,c3,336,12395525
2020/1/21,c3,60,12293768
2020/1/21,c3,90,12322779
2020/1/21,c1,99,11000858
2020/1/21,c1,110,11000851
2020/1/21,c1,378,11001186
2020/1/21,c1,252,12042081
2020/1/21,c2,96,12222902
2020/1/21,c4,1764,12321896
2020/1/21,c4,1764,12321896
2020/1/21,c4,756,12396696
2020/1/21,c7,300,12322779
2020/1/21,c2,126,12042081
2020/1/21,c2,126,11001186
2020/1/21,c2,330,11000851
2020/1/21,c2,198,11000858
2020/1/21,c2,88,12320618
2020/1/21,c2,220,12320670
2020/1/21,c2,220,12320619
2020/1/21,c3,104,12246740
2020/1/21,c3,44,12320670
2020/1/21,c3,88,12320618
2020/1/21,c3,154,12320619
2020/1/21,c7,88,12320618
2020/1/21,c7,110,12320670
2020/1/21,c7,110,12320619
2020/1/21,c4,792,12365978
2020/1/21,c6,396,12320670
2020/1/21,c6,528,12320619
2020/1/21,c4,728,12396696
2020/1/21,c4,792,12365978
2020/1/21,c5,42,12042081
2020/1/21,c10,48,12222902
2020/1/21,c5,63,12042081
2020/1/21,c4,1764,12321896
2020/1/21,c4,1764,12321896
2020/1/21,c4,2016,12321896
2020/1/21,c4,2016,12321896
2020/1/21,c7,126,12042081
2020/1/21,c7,126,11001186
2020/1/21,c7,330,11000851
2020/1/21,c7,99,11000858
2020/1/22,c1,126,12395525
2020/1/22,c1,198,12271469
2020/1/22,c1,108,12293783
2020/1/22,c8,660,12320670
2020/1/22,c8,660,12320619
2020/1/22,c8,396,12320618
2020/1/22,c2,160,12293768
2020/1/22,c2,98,12404641
2020/1/22,c2,176,12320618
2020/1/22,c2,396,12320619
2020/1/22,c2,264,12320670
2020/1/22,c2,208,12246740
2020/1/22,c1,99,11000858
2020/1/22,c1,220,11000851
2020/1/22,c1,378,11001186
2020/1/22,c1,252,12042081
2020/1/22,c2,294,12404641
2020/1/22,c7,324,12293783
2020/1/22,c5,126,12042081
2020/1/22,c1,168,12395525
2020/1/22,c1,198,12271469
2020/1/22,c1,105,12322779
2020/1/22,c1,108,12293783
2020/1/22,c2,196,12404641
2020/1/22,c2,80,12293768
2020/1/22,c2,160,12293768
2020/1/22,c2,98,12404641
2020/1/22,c7,105,12160666
2020/1/22,c5,110,11000851
2020/1/22,c5,121,11000858
2020/1/22,c1,104,12246740
2020/1/22,c2,288,12222902
2020/1/22,c1,108,12404641
2020/1/22,c5,104,12246740
2020/1/22,c3,48,12222902
2020/1/22,c6,126,12395525
2020/1/22,c6,80,12293768
2020/1/22,c3,66,12271469
2020/1/22,c3,84,12395525
2020/1/22,c3,108,12293783
2020/1/22,c3,80,12293768
2020/1/22,c3,110,12320619
2020/1/22,c3,66,12320670
2020/1/22,c3,176,12320618
2020/1/22,c1,104,12246740
2020/1/22,c5,63,12042081
2020/1/22,c5,39,12246740
2020/1/22,c7,80,12293768
2020/1/22,c4,792,12365978
2020/1/23,c3,132,12320618
2020/1/23,c3,264,12320619
2020/1/23,c3,132,12320670
2020/1/23,c3,220,12320618
2020/1/23,c3,242,12320670
2020/1/23,c3,396,12320619
2020/1/23,c5,253,11000851
2020/1/23,c10,192,12222902
2020/1/23,c4,56,12396696
2020/1/23,c5,63,12042081
2020/1/23,c10,198,11000858
2020/1/23,c10,220,11000851
2020/1/23,c10,126,11001186
2020/1/23,c10,126,12042081
2020/1/23,c7,126,12042081
2020/1/23,c7,126,11001186
2020/1/23,c7,110,11000851
2020/1/23,c7,99,11000858
2020/1/23,c5,90,12293783
2020/1/23,c5,210,12322779
2020/1/23,c7,330,11000851
2020/1/23,c7,297,11000858
2020/1/23,c7,300,12404641
2020/1/23,c5,126,12042081
2020/1/23,c5,110,11000851
2020/1/23,c1,66,12320619
2020/1/23,c1,132,12320670
2020/1/23,c1,132,12320618
2020/1/23,c7,264,12271469
2020/1/23,c7,10,12293768
2020/1/23,c7,60,12322779
2020/1/23,c3,242,12320618
2020/1/23,c3,242,12320619
2020/1/23,c3,242,12320670
2020/1/23,c3,36,12322779
2020/1/23,c3,84,12395525
2020/1/23,c1,144,12222902
2020/1/23,c3,48,12222902
2020/1/23,c2,220,11000851
2020/1/23,c2,198,11000858
2020/1/23,c2,126,11001186
2020/1/23,c1,208,12246740
2020/1/23,c2,88,12320670
2020/1/23,c2,88,12320619
2020/1/23,c2,176,12320618
2020/1/23,c2,96,12222902
2020/1/23,c3,110,11000851
2020/1/23,c2,192,12222902
2020/1/23,c1,504,12395525
2020/1/23,c1,264,12271469
2020/1/23,c1,432,12293783
2020/1/23,c1,330,11000851
2020/1/23,c1,882,11001186
2020/1/23,c1,756,12042081
2020/1/23,c2,108,12293783
2020/1/23,c2,168,12395525
2020/1/23,c2,1056,12271469
2020/1/23,c4,504,12321895
2020/1/23,c1,132,12320619
2020/1/23,c1,132,12320670
2020/1/23,c1,396,12320618
2020/1/23,c5,1176,12404641
2020/1/23,c3,198,12271469
2020/1/23,c3,84,12395525
2020/1/23,c3,70,12293768
2020/1/23,c3,60,12322779
2020/1/23,c1,297,11000858
2020/1/23,c4,396,12365978
2020/1/24,c4,28,12396696
2020/1/24,c4,28,12396696
2020/1/24,c3,84,12042081
2020/1/24,c3,99,11000851
2020/1/24,c3,84,11001186
2020/1/24,c5,210,12322779
2020/1/24,c1,630,11001186
2020/1/24,c1,630,12042081
2020/1/24,c2,192,12222902
2020/1/24,c2,216,12293783
2020/1/24,c2,525,12322779
2020/1/24,c2,462,12271469
2020/1/24,c2,420,12395525
2020/1/24,c4,396,12365978
2020/1/24,c5,96,12222902
2020/1/24,c1,495,11000858
2020/1/24,c1,550,11000851
2020/1/24,c7,196,12404641
2020/1/24,c4,2016,12321895
2020/1/24,c3,144,12222902
2020/1/24,c1,756,11001186
2020/1/24,c1,504,12042081
2020/1/24,c1,96,12222902
2020/1/24,c1,96,12222902
2020/1/24,c7,220,11000851
2020/1/24,c7,252,12042081
2020/1/24,c7,252,11001186
2020/1/24,c1,495,11000858
2020/1/24,c1,330,11000851
2020/1/24,c5,48,12222902
2020/1/24,c3,144,12222902
2020/1/24,c5,294,12404641
2020/1/24,c4,1512,12321896
2020/1/24,c10,42,12404641
2020/1/24,c4,396,12365978
2020/1/24,c2,104,12246740
2020/1/24,c7,440,12320618
2020/1/24,c7,220,12320670
2020/1/24,c7,550,12320619
2020/1/24,c5,490,12404641
2020/1/24,c2,60,12322779
2020/1/24,c2,90,12293783
2020/1/24,c2,84,12395525
2020/1/24,c2,198,12271469
2020/1/24,c4,1260,12321895
2020/1/24,c10,132,12271469
2020/1/25,c10,20,12293768
2020/1/25,c2,418,12320670
2020/1/25,c2,308,12320619
2020/1/27,c2,220,12320618
2020/1/27,c10,84,12404641
2020/1/27,c10,160,12293768
2020/1/27,c2,484,12320670
2020/1/27,c2,440,12320619
2020/1/27,c2,352,12320618
2020/1/27,c4,504,12321896
2020/1/27,c4,1008,12321895
2020/1/27,c4,1260,12321895
2020/1/27,c4,252,12321896
2020/1/27,c6,42,12042081
2020/1/27,c6,63,11001186
2020/1/27,c6,110,11000851
2020/1/27,c4,396,12365978
2020/1/27,c1,83,12404641
2020/1/27,c4,1260,12321895
2020/1/27,c4,1512,12321895
2020/1/27,c4,1764,12321895
2020/1/27,c4,364,12396696
2020/1/27,c1,104,12246740
2020/1/27,c4,504,12396696
2020/1/27,c8,396,12320670
2020/1/27,c8,528,12320619
2020/1/27,c8,396,12320618
2020/1/27,c1,237,12404641
2020/1/27,c4,560,12396696
2020/1/27,c1,104,12246740
2020/1/27,c1,104,12246740
2020/1/27,c1,252,12395525
2020/1/27,c1,132,12271469
2020/1/27,c1,216,12293783
2020/1/27,c2,66,12271469
2020/1/27,c2,84,12395525
2020/1/27,c4,28,12396696
2020/1/27,c1,104,12246740
2020/1/27,c4,84,12396696
2020/1/27,c4,868,12396696
2020/1/27,c2,98,12404641
2020/1/27,c2,80,12293768
2020/1/27,c1,149,12404641
2020/1/27,c1,294,12395525
2020/1/27,c1,528,12271469
2020/1/27,c1,105,12322779
2020/1/27,c1,324,12293783
2020/1/27,c1,60,12293768
2020/1/27,c1,420,12395525
2020/1/27,c1,264,12271469
2020/1/27,c1,105,12322779
2020/1/27,c1,216,12293783
2020/1/27,c2,240,12222902
2020/1/27,c2,594,12271469
2020/1/27,c2,315,12322779
2020/1/27,c2,420,12395525
2020/1/27,c2,324,12293783
2020/1/27,c4,616,12396696
2020/1/27,c8,42,12395525
2020/1/27,c8,210,12322779
2020/1/27,c8,160,12293768
2020/1/27,c2,252,12042081
2020/1/27,c2,198,11000858
2020/1/27,c2,330,11000851
2020/1/27,c2,252,11001186
2020/1/27,c3,11,11000851
2020/1/27,c3,11,11000858
2020/1/27,c3,63,12042081
2020/1/27,c1,96,12222902
2020/1/27,c8,396,12320670
2020/1/27,c8,264,12320619
2020/1/27,c8,264,12320618
2020/1/27,c4,224,12396696
2020/1/27,c2,126,11001186
2020/1/27,c2,126,12042081
2020/1/27,c2,220,11000851
2020/1/27,c2,198,11000858
2020/1/27,c1,39,12404641
2020/1/27,c1,126,12395525
2020/1/27,c1,66,12271469
2020/1/27,c1,108,12293783
2020/1/27,c1,20,12293768
2020/1/27,c1,17,12404641
2020/1/27,c8,264,12320670
2020/1/27,c8,396,12320619
2020/1/27,c8,396,12320618
2020/1/27,c3,150,12322779
2020/1/27,c3,80,12293768
2020/1/27,c3,378,12395525
2020/1/27,c3,132,12271469
2020/1/27,c3,108,12293783
2020/1/27,c1,143,12246740
2020/1/27,c4,616,12396696
2020/1/27,c9,4160,12293768
2020/1/27,c1,132,12320619
2020/1/27,c1,132,12320670
2020/1/27,c1,132,12320618
2020/1/27,c4,112,12396696
2020/1/27,c1,99,11000858
2020/1/27,c1,110,11000851
2020/1/27,c1,252,11001186
2020/1/27,c1,252,12042081
2020/1/27,c3,324,12293783
2020/1/27,c3,30,12293768
2020/1/27,c3,210,12395525
2020/1/27,c3,198,12271469
2020/1/27,c3,225,12322779
2020/1/27,c3,154,12320619
2020/1/27,c3,154,12320670
2020/1/27,c3,176,12320618
2020/1/27,c3,98,12404641
2020/1/28,c3,84,12395525
2020/1/28,c3,54,12293783
2020/1/28,c3,60,12322779
2020/1/28,c3,44,12271469
2020/1/28,c3,20,12293768
2020/1/28,c1,96,12222902
2020/1/28,c2,144,12222902
2020/1/28,c4,672,12396696
2020/1/28,c6,660,12320670
2020/1/28,c6,1056,12320619
2020/1/28,c6,132,12320618
2020/1/28,c6,132,12320670
2020/1/28,c6,66,12320619
2020/1/28,c4,252,12321896
2020/1/28,c6,26,12246740
2020/1/28,c6,1188,12320618
2020/1/28,c1,297,11000858
2020/1/28,c1,378,11001186
2020/1/28,c1,126,12042081
2020/1/28,c3,220,12320618
2020/1/28,c3,132,12320619
2020/1/28,c3,198,12320670
2020/1/28,c2,420,12322779
2020/1/28,c2,216,12293783
2020/1/28,c2,294,12395525
2020/1/28,c2,660,12271469
2020/1/28,c1,104,12246740
2020/1/28,c1,36,12404641
2020/1/28,c1,84,12395525
2020/1/28,c1,396,12271469
2020/1/28,c1,80,12293768
2020/1/28,c7,330,12320618
2020/1/28,c7,330,12320619
2020/1/28,c7,110,12320670
2020/1/28,c1,132,12320619
2020/1/28,c1,132,12320670
2020/1/28,c1,132,12320618
2020/1/28,c3,220,12320618
2020/1/28,c3,220,12320619
2020/1/28,c3,198,12320670
2020/1/28,c2,192,12222902
2020/1/28,c4,336,12396696
2020/1/28,c5,48,12222902
2020/1/28,c5,126,12042081
2020/1/28,c7,40,12293768
2020/1/28,c7,75,12322779
2020/1/28,c6,126,12042081
2020/1/28,c6,126,11001186
2020/1/28,c6,110,11000851
2020/1/28,c10,198,12271469
2020/1/28,c10,108,12293783
2020/1/28,c10,80,12293768
2020/1/28,c4,792,12365978
2020/1/28,c7,192,12222902
2020/1/28,c7,126,12042081
2020/1/28,c6,660,12320618
2020/1/28,c6,330,12320670
2020/1/28,c6,462,12320619
2020/1/28,c4,990,12365978
2020/1/28,c4,28,12396696
2020/1/28,c4,792,12365978
2020/1/28,c7,330,12320618
2020/1/28,c7,330,12320670
2020/1/28,c7,220,12320619
2020/1/28,c5,324,12293783
2020/1/28,c5,104,12246740
2020/1/28,c8,528,12320670
2020/1/28,c8,660,12320619
2020/1/28,c8,264,12320618
2020/1/28,c3,132,12320670
2020/1/28,c3,110,12320618
2020/1/28,c3,154,12320619
2020/1/29,c7,264,12222902
2020/1/29,c7,99,11000858
2020/1/29,c1,96,12222902
2020/1/29,c2,192,12222902
2020/1/29,c6,216,12293783
2020/1/29,c6,80,12293768
2020/1/29,c4,756,12321896
2020/1/29,c10,132,12320619
2020/1/29,c10,264,12320670
2020/1/29,c4,792,12365978
2020/1/29,c1,297,11000858
2020/1/29,c1,110,11000851
2020/1/29,c1,252,11001186
2020/1/29,c1,252,12042081
2020/1/29,c5,36,12293783
2020/1/29,c5,13,12246740
2020/1/29,c6,126,11001186
2020/1/29,c4,728,12396696
2020/1/29,c7,154,12320618
2020/1/29,c7,176,12320670
2020/1/29,c7,110,12320619
2020/1/29,c5,140,12404641
2020/1/29,c1,104,12246740
2020/1/29,c4,756,12321895
2020/1/29,c1,208,12246740
2020/1/29,c6,168,12395525
2020/1/29,c5,252,12042081
2020/1/29,c2,132,12320670
2020/1/29,c2,88,12320619
2020/1/29,c2,132,12320618
2020/1/29,c5,196,12404641
2020/1/29,c3,176,12320670
2020/1/29,c3,176,12320619
2020/1/29,c3,264,12320618
2020/1/29,c4,396,12365978
2020/1/29,c1,127,12404641
2020/1/29,c1,84,12395525
2020/1/29,c1,198,12271469
2020/1/29,c1,108,12293783
2020/1/29,c1,20,12293768
2020/1/29,c4,1512,12321895
2020/1/29,c4,28,12396696
2020/1/29,c1,84,12395525
2020/1/29,c1,264,12271469
2020/1/29,c1,216,12293783
2020/1/29,c6,63,11001186
2020/1/29,c4,504,12396696
2020/1/29,c8,108,12293783
2020/1/29,c8,98,12404641
2020/1/29,c8,160,12293768
2020/1/29,c10,198,11000858
2020/1/29,c10,110,11000851
2020/1/29,c10,126,11001186
2020/1/29,c4,56,12396696
2020/1/29,c5,63,12042081
2020/1/29,c4,28,12396696
2020/1/29,c4,448,12396696
2020/1/29,c4,112,12396696
2020/1/29,c4,168,12396696
2020/1/29,c4,700,12396696
2020/1/29,c1,480,12222902
2020/1/29,c4,252,12321896
2020/1/29,c4,1512,12321895
2020/1/29,c5,126,12042081
2020/1/29,c5,96,12222902
2020/1/29,c5,216,12293783
2020/1/29,c7,240,12293768
2020/1/29,c4,560,12396696
2020/1/29,c2,144,12222902
2020/1/29,c4,28,12396696
2020/1/29,c1,104,12246740
2020/1/29,c10,99,11000858
2020/1/29,c4,560,12396696
2020/1/29,c4,504,12396696
2020/1/29,c4,56,12396696
2020/1/29,c7,252,12042081
2020/1/29,c7,126,11001186
2020/1/29,c7,220,11000851
2020/1/29,c7,198,11000858
2020/1/29,c3,20,12293768
2020/1/29,c3,84,12395525
2020/1/29,c3,98,12404641
2020/1/29,c3,336,12395525
2020/1/29,c3,66,12271469
2020/1/29,c3,216,12293783
2020/1/29,c3,120,12322779
2020/1/29,c3,70,12293768
2020/1/29,c4,56,12396696
2020/1/29,c3,96,12222902
2020/1/29,c1,132,12320619
2020/1/29,c1,132,12320670
2020/1/29,c1,132,12320618
2020/1/29,c1,48,12222902
2020/1/29,c1,110,11000851
2020/1/30,c1,126,11001186
2020/1/30,c4,728,12396696
2020/1/30,c4,56,12396696
2020/1/30,c4,420,12396696
2020/1/30,c1,132,12320619
2020/1/30,c1,264,12320670
2020/1/30,c1,264,12320618
2020/1/30,c2,80,12293768
2020/1/30,c1,84,12395525
2020/1/30,c1,132,12271469
2020/1/30,c1,216,12293783
2020/1/30,c1,30,12293768
2020/1/30,c4,728,12396696
2020/1/30,c2,240,12222902
2020/1/30,c3,108,12293783
2020/1/30,c3,210,12395525
2020/1/30,c3,66,12271469
2020/1/30,c3,11,11000858
2020/1/30,c3,11,11000851
2020/1/30,c3,63,11001186
2020/1/30,c3,110,12320670
2020/1/30,c3,132,12320619
2020/1/30,c3,110,12320618
2020/1/30,c2,132,12320670
2020/1/30,c2,44,12320619
2020/1/30,c2,176,12320618
2020/1/30,c2,196,12404641
2020/1/30,c2,80,12293768
2020/1/30,c7,252,12042081
2020/1/30,c7,110,11000851
2020/1/30,c7,99,11000858
2020/1/30,c3,144,12222902
2020/1/30,c4,728,12396696
2020/1/30,c4,28,12396696
2020/1/30,c4,280,12396696
2020/1/30,c4,56,12396696
2020/1/30,c2,160,12293768
2020/1/30,c2,294,12404641
2020/1/30,c3,104,12246740
2020/1/30,c4,198,12365978
2020/1/30,c4,594,12365978
2020/1/30,c4,56,12396696
2020/1/30,c2,216,12293783
2020/1/30,c2,594,12271469
2020/1/30,c2,735,12322779
2020/1/30,c2,252,12395525
2020/1/30,c4,700,12396696
2020/1/30,c4,700,12396696
2020/1/30,c4,700,12396696
2020/1/30,c4,728,12396696
2020/1/30,c4,56,12396696
2020/1/30,c4,84,12396696
2020/1/30,c8,504,12042081
2020/1/30,c8,378,11001186
2020/1/30,c4,28,12396696
2020/1/30,c7,220,11000851
2020/1/30,c7,198,11000858
2020/1/30,c4,728,12396696
2020/1/30,c4,56,12396696
2020/1/30,c4,84,12396696
2020/1/31,c4,420,12396696
2020/1/31,c7,40,12293768
2020/1/31,c4,112,12396696
2020/1/31,c4,728,12396696
2020/1/31,c3,99,11000858
2020/1/31,c3,99,11000851
2020/1/31,c3,84,11001186
